vessel_type,speed_kn,cargo_load_t,distance_nm,fuel_type,weather,fuel_consumption_l
Container,13.68,8202.1,1037.8,Ammonia,Calm,132.3
Panamax,14.8,5251.3,1796.8,Conventional (HFO/MGO),Moderate,203.4
Feeder,11.13,1562.5,2124.3,LNG,Calm,50.0
Handymax,18.55,2076.0,1727.4,Ammonia,Calm,218.5
Tanker,18.72,4172.7,1734.8,Methanol,Calm,423.7
Ro-Ro,17.78,6585.4,1695.4,Hydrogen,Moderate,210.8
Feeder,13.75,1601.9,1178.8,Ammonia,Calm,50.0
Feeder,11.92,2827.2,2052.0,LNG,Moderate,50.0
Tanker,13.49,11202.3,1447.5,Methanol,Moderate,184.4
Handymax,10.75,5840.4,617.3,Methanol,Moderate,50.0
Handymax,13.52,4884.8,1233.2,Hydrogen,Calm,59.7
Container,19.97,10353.7,849.7,LNG,Moderate,265.2
Ro-Ro,19.69,5616.5,332.2,Ammonia,Calm,60.3
Feeder,15.36,3328.0,1735.1,LNG,Moderate,59.5
Panamax,14.95,8289.1,1033.7,Ammonia,Moderate,138.6
Panamax,14.1,2167.1,1809.0,Methanol,Moderate,156.5
Handymax,18.28,5913.3,1383.1,Ammonia,Rough,256.3
Container,18.04,13104.4,1708.7,Ammonia,Moderate,559.2
Panamax,13.77,6737.9,1919.4,Conventional (HFO/MGO),Calm,177.2
Container,15.12,4387.1,318.0,Hydrogen,Moderate,50.0
Panamax,14.15,2784.4,1788.3,Ammonia,Rough,205.9
Ro-Ro,17.86,7434.1,1020.0,Ammonia,Calm,172.7
Panamax,19.63,4524.9,272.1,Hydrogen,Calm,52.4
Handymax,13.6,4683.2,1261.1,Ammonia,Rough,86.1
Handymax,16.1,5707.0,2057.0,Conventional (HFO/MGO),Moderate,209.2
Ro-Ro,16.99,2925.9,2144.7,Methanol,Calm,211.2
Handymax,10.0,4125.1,1438.0,Methanol,Rough,50.0
Tanker,18.34,7827.4,706.6,Conventional (HFO/MGO),Rough,224.3
Handymax,14.82,4549.4,1197.5,Conventional (HFO/MGO),Rough,104.1
Panamax,11.19,2358.6,530.6,Ammonia,Calm,50.0
Container,21.03,9549.7,165.2,Ammonia,Rough,80.3
Panamax,18.27,2736.1,1206.6,Hydrogen,Rough,206.8
Tanker,18.62,4885.0,944.6,Hydrogen,Moderate,193.8
Handymax,14.38,2456.1,2176.1,Methanol,Rough,175.9
Ro-Ro,17.18,7738.3,481.1,Ammonia,Calm,70.9
Handymax,13.34,5222.5,1442.2,Methanol,Calm,80.4
Feeder,11.01,1342.8,1251.9,Methanol,Moderate,50.0
Feeder,15.2,977.4,930.5,LNG,Calm,50.0
Panamax,15.48,6092.5,1859.0,Conventional (HFO/MGO),Moderate,222.7
Handymax,13.14,2312.3,266.0,Hydrogen,Calm,50.0
Panamax,18.03,6782.6,802.2,LNG,Moderate,167.2
Ro-Ro,15.59,3528.3,681.9,Methanol,Rough,78.4
Handymax,10.07,2245.6,881.1,Methanol,Rough,50.0
Handymax,18.91,3509.3,802.7,LNG,Moderate,97.4
Panamax,11.83,6659.5,722.1,Ammonia,Moderate,50.0
Panamax,19.67,6196.0,441.9,Ammonia,Calm,105.3
Tanker,12.72,9525.2,1631.0,Methanol,Rough,205.5
Ro-Ro,17.67,6937.0,1735.9,Hydrogen,Calm,203.1
Container,19.88,10201.0,1776.2,Ammonia,Moderate,658.5
Container,22.06,7047.3,213.5,Ammonia,Calm,93.7
Ro-Ro,18.63,4188.1,768.3,Ammonia,Moderate,131.0
Feeder,11.12,1469.4,1288.6,Hydrogen,Moderate,50.0
Tanker,10.9,4554.3,953.9,Ammonia,Calm,53.5
Feeder,10.53,3047.4,360.3,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,11.91,1684.9,878.3,LNG,Moderate,50.0
Handymax,10.28,2125.8,1720.9,Conventional (HFO/MGO),Calm,50.0
Handymax,17.87,4785.5,486.2,Ammonia,Calm,65.9
Tanker,17.02,3764.5,1990.8,Hydrogen,Moderate,348.5
Tanker,13.25,2541.9,1622.9,Conventional (HFO/MGO),Calm,130.9
Feeder,15.99,2136.7,1572.7,Hydrogen,Moderate,50.0
Tanker,10.25,5534.6,243.2,LNG,Moderate,50.0
Container,20.63,10687.1,1297.1,Conventional (HFO/MGO),Rough,665.6
Ro-Ro,12.65,4448.9,571.0,LNG,Rough,50.0
Container,17.82,5353.4,1663.8,Methanol,Moderate,393.3
Ro-Ro,15.14,3913.9,1618.9,Hydrogen,Calm,103.8
Handymax,16.12,1569.2,2180.5,Conventional (HFO/MGO),Calm,158.6
Tanker,12.62,5495.6,1622.6,LNG,Calm,129.3
Tanker,12.98,9529.9,929.2,Conventional (HFO/MGO),Moderate,94.9
Handymax,17.42,1328.7,1923.0,Methanol,Moderate,172.2
Panamax,14.4,7857.3,2069.5,Ammonia,Calm,208.8
Feeder,11.56,2356.7,414.8,Ammonia,Calm,50.0
Handymax,16.65,4122.8,707.8,Hydrogen,Calm,53.8
Tanker,12.91,8148.9,575.6,LNG,Calm,54.7
Handymax,18.74,3121.5,163.5,Conventional (HFO/MGO),Rough,50.0
Handymax,13.92,2900.1,1493.1,Ammonia,Calm,84.1
Container,15.66,3720.5,1751.8,LNG,Calm,244.9
Handymax,14.28,2888.8,1572.5,LNG,Moderate,88.2
Feeder,15.96,1059.5,1378.9,LNG,Moderate,50.0
Ro-Ro,17.62,2351.5,814.0,Hydrogen,Calm,83.0
Panamax,15.5,3640.1,158.3,Methanol,Calm,50.0
Ro-Ro,12.08,5457.5,1391.2,Conventional (HFO/MGO),Calm,64.1
Container,16.15,11901.0,1220.1,Conventional (HFO/MGO),Calm,250.9
Feeder,11.8,3400.5,1021.9,Hydrogen,Calm,50.0
Handymax,14.1,6126.5,1999.0,Hydrogen,Calm,120.9
Panamax,17.08,5450.2,706.9,LNG,Rough,115.5
Container,21.15,3345.0,626.7,Ammonia,Calm,221.5
Ro-Ro,18.53,4659.3,1087.3,LNG,Rough,184.4
Tanker,13.82,2815.0,258.8,Hydrogen,Calm,50.0
Tanker,14.09,3378.0,1427.2,LNG,Moderate,153.9
Container,17.5,4957.5,1557.3,Conventional (HFO/MGO),Moderate,310.1
Feeder,10.24,2627.5,938.2,Ammonia,Moderate,50.0
Ro-Ro,19.44,4308.6,1194.6,Ammonia,Moderate,188.9
Handymax,15.3,5321.4,1402.7,Methanol,Calm,110.8
Feeder,11.32,2992.9,587.5,LNG,Calm,50.0
Container,12.67,7105.0,290.4,Ammonia,Calm,50.0
Panamax,20.31,5663.3,1878.3,Conventional (HFO/MGO),Rough,556.3
Tanker,12.76,10357.8,1216.4,Hydrogen,Calm,107.4
Handymax,14.2,5362.9,1144.0,LNG,Calm,76.5
Container,16.59,6642.5,1715.6,Ammonia,Moderate,353.3
Panamax,13.39,8532.5,1314.2,Hydrogen,Moderate,95.4
Container,16.06,6720.6,1548.4,Hydrogen,Moderate,267.2
Feeder,11.75,1951.0,460.1,Ammonia,Calm,50.0
Panamax,20.16,4164.5,1576.4,Conventional (HFO/MGO),Calm,355.7
Container,18.11,5876.4,1776.8,Ammonia,Moderate,412.0
Ro-Ro,16.98,6412.3,798.4,Hydrogen,Calm,96.3
Handymax,14.58,5936.9,620.6,Methanol,Calm,50.0
Handymax,18.7,4340.6,791.8,Hydrogen,Calm,96.2
Feeder,11.03,2228.0,972.9,Ammonia,Calm,50.0
Feeder,10.25,2918.4,2013.6,Hydrogen,Calm,50.0
Feeder,10.54,1334.7,1808.2,LNG,Moderate,50.0
Tanker,16.37,9531.5,1258.3,Hydrogen,Moderate,225.8
Ro-Ro,18.29,3672.1,1595.3,Conventional (HFO/MGO),Moderate,242.8
Container,19.64,10550.6,1868.4,Conventional (HFO/MGO),Moderate,682.2
Panamax,18.55,4229.5,1651.6,LNG,Calm,269.7
Feeder,14.81,2457.2,699.8,Hydrogen,Moderate,50.0
Tanker,15.5,6394.3,1543.2,Hydrogen,Moderate,218.9
Panamax,11.86,8353.9,836.9,Hydrogen,Calm,50.0
Panamax,20.96,4291.2,758.1,LNG,Calm,177.5
Container,12.06,6463.4,786.4,Conventional (HFO/MGO),Calm,59.1
Handymax,10.64,2247.2,799.0,Conventional (HFO/MGO),Calm,50.0
Handymax,12.35,2008.3,1512.8,Ammonia,Moderate,58.8
Tanker,16.44,9818.4,2073.5,Hydrogen,Moderate,354.9
Container,21.77,7707.0,817.4,Methanol,Calm,312.7
Tanker,17.31,4195.2,1821.6,Methanol,Calm,337.4
Ro-Ro,13.98,3826.5,608.4,LNG,Calm,50.0
Tanker,16.63,7690.9,218.5,LNG,Rough,50.0
Ro-Ro,18.28,4662.3,2186.4,Hydrogen,Calm,246.1
Ro-Ro,13.65,5492.7,953.0,Hydrogen,Calm,56.2
Handymax,11.7,4405.6,1754.3,Conventional (HFO/MGO),Moderate,63.7
Tanker,15.49,8585.7,290.5,Ammonia,Calm,50.0
Feeder,10.79,2208.2,1514.2,Methanol,Calm,50.0
Tanker,17.83,6793.7,1280.1,LNG,Rough,293.3
Feeder,15.13,2907.9,198.3,LNG,Moderate,50.0
Container,19.05,11395.1,1522.6,Ammonia,Calm,491.4
Ro-Ro,13.09,1864.2,1625.8,Ammonia,Moderate,77.7
Tanker,12.94,8811.5,1116.8,LNG,Moderate,113.4
Ro-Ro,17.05,3458.3,1007.7,LNG,Moderate,103.6
Tanker,12.42,2830.0,1029.0,Ammonia,Moderate,76.4
Handymax,17.19,3569.6,1072.6,Ammonia,Calm,107.2
Container,21.81,7210.5,472.6,Methanol,Calm,196.9
Panamax,18.93,6878.5,1872.9,Ammonia,Calm,379.0
Container,14.47,8295.5,1508.0,Hydrogen,Rough,236.8
Panamax,20.22,7511.1,159.9,Ammonia,Calm,50.0
Panamax,11.61,6482.8,208.6,LNG,Calm,50.0
Tanker,18.21,5272.0,860.7,Methanol,Calm,166.9
Tanker,17.62,9359.3,195.0,LNG,Calm,50.0
Panamax,13.97,3671.3,610.6,Methanol,Moderate,55.4
Handymax,12.7,3519.5,1230.5,Hydrogen,Calm,50.0
Ro-Ro,18.83,4642.9,1036.5,Hydrogen,Calm,138.8
Container,16.62,3795.7,709.9,Methanol,Calm,127.9
Handymax,18.6,2225.1,263.7,Methanol,Calm,50.0
Handymax,10.05,5908.2,1904.1,Hydrogen,Moderate,50.0
Ro-Ro,19.94,2958.5,2193.7,Hydrogen,Calm,281.5
Panamax,14.71,2943.0,271.9,Ammonia,Calm,50.0
Handymax,14.88,5105.2,177.5,Methanol,Moderate,50.0
Handymax,16.81,5996.7,341.4,Hydrogen,Moderate,50.0
Tanker,10.87,6911.7,1789.8,Hydrogen,Calm,81.6
Feeder,14.19,1066.0,1276.8,Ammonia,Moderate,50.0
Feeder,13.47,3156.7,1772.8,Hydrogen,Moderate,50.0
Feeder,15.8,765.4,1211.0,Conventional (HFO/MGO),Calm,50.0
Feeder,13.35,1600.6,401.7,Hydrogen,Calm,50.0
Handymax,18.08,6258.6,355.5,Ammonia,Calm,52.8
Feeder,15.62,2900.8,1166.5,Hydrogen,Moderate,50.0
Ro-Ro,18.23,6155.6,437.2,LNG,Rough,83.8
Panamax,12.27,2805.6,1550.6,Hydrogen,Calm,78.3
Ro-Ro,11.05,6217.5,1257.4,Methanol,Calm,51.6
Feeder,10.57,2059.3,1174.6,Conventional (HFO/MGO),Calm,50.0
Panamax,16.87,3838.6,1615.7,LNG,Moderate,218.5
Panamax,18.84,2274.3,1400.4,Hydrogen,Moderate,206.9
Feeder,13.32,2766.0,1993.1,Ammonia,Rough,54.2
Handymax,12.27,2592.2,1894.1,Hydrogen,Calm,58.4
Ro-Ro,12.96,2352.5,1230.5,Conventional (HFO/MGO),Calm,52.1
Container,20.74,11318.6,427.0,Ammonia,Calm,198.5
Ro-Ro,14.91,6600.1,318.8,Conventional (HFO/MGO),Rough,50.0
Ro-Ro,12.76,6615.0,1387.7,Conventional (HFO/MGO),Moderate,73.6
Panamax,16.82,5438.9,1692.3,Ammonia,Moderate,273.2
Tanker,17.8,4904.6,2192.2,Conventional (HFO/MGO),Calm,469.8
Panamax,16.74,4618.4,1848.8,LNG,Moderate,273.4
Feeder,16.3,3195.5,959.6,Methanol,Rough,50.0
Tanker,17.04,5401.1,172.5,Hydrogen,Moderate,50.0
Container,13.73,9784.0,534.1,Conventional (HFO/MGO),Moderate,65.0
Tanker,14.92,7471.4,493.0,Hydrogen,Calm,60.5
Handymax,10.98,4454.4,546.8,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,17.35,4268.8,1337.1,Conventional (HFO/MGO),Calm,163.3
Panamax,15.75,2313.4,854.1,Ammonia,Moderate,103.9
Tanker,14.76,6822.7,1811.0,Methanol,Calm,218.8
Feeder,13.66,2173.6,1415.9,Methanol,Calm,50.0
Container,15.09,9056.1,1729.5,Ammonia,Rough,355.4
Container,19.49,3293.5,1525.9,Conventional (HFO/MGO),Moderate,409.1
Container,17.43,9721.1,765.6,Conventional (HFO/MGO),Calm,206.4
Panamax,15.65,5830.9,1205.5,Ammonia,Moderate,155.2
Tanker,11.78,2106.1,1854.6,Conventional (HFO/MGO),Moderate,103.9
Tanker,17.42,11874.9,1489.6,Hydrogen,Calm,336.8
Handymax,16.94,3895.5,772.3,Methanol,Moderate,82.9
Handymax,17.57,4297.9,731.1,LNG,Calm,73.8
Tanker,11.44,6883.8,1562.7,Methanol,Calm,95.1
Container,15.65,6593.8,801.2,Methanol,Calm,148.6
Feeder,17.95,1753.2,1583.5,Methanol,Moderate,77.9
Ro-Ro,15.61,4764.7,2082.6,Ammonia,Rough,235.8
Ro-Ro,11.03,4398.8,1653.3,Conventional (HFO/MGO),Calm,62.2
Ro-Ro,12.91,6279.3,620.6,Methanol,Moderate,50.0
Handymax,14.9,2622.9,1050.1,Methanol,Moderate,75.0
Tanker,16.42,3459.6,1146.4,Conventional (HFO/MGO),Moderate,156.2
Tanker,12.45,2405.9,1000.7,Conventional (HFO/MGO),Moderate,64.7
Ro-Ro,12.07,5104.4,1238.9,Conventional (HFO/MGO),Moderate,56.2
Handymax,13.26,4612.7,1146.2,Conventional (HFO/MGO),Calm,56.8
Handymax,12.67,4413.5,754.6,Hydrogen,Calm,50.0
Panamax,11.16,2716.2,1864.4,Ammonia,Calm,84.3
Container,19.67,7405.5,1873.2,LNG,Moderate,625.1
Tanker,17.13,10713.5,1864.4,LNG,Calm,383.8
Panamax,20.43,3286.3,1762.0,Hydrogen,Moderate,361.0
Panamax,19.52,4388.9,473.1,Hydrogen,Calm,93.6
Container,19.02,13860.6,1984.8,Conventional (HFO/MGO),Moderate,726.4
Tanker,14.49,7506.4,1754.5,Conventional (HFO/MGO),Calm,236.3
Feeder,13.85,3069.6,1191.1,Ammonia,Moderate,50.0
Tanker,12.78,11032.3,623.6,LNG,Moderate,64.2
Ro-Ro,13.01,5402.0,1306.7,Hydrogen,Calm,61.3
Handymax,16.12,5964.7,1758.3,Ammonia,Moderate,189.4
Feeder,14.22,1566.4,1860.7,Ammonia,Rough,53.8
Ro-Ro,16.48,5548.9,916.0,Conventional (HFO/MGO),Moderate,99.7
Container,18.92,6133.9,1763.0,LNG,Calm,444.8
Ro-Ro,19.64,6458.7,644.1,LNG,Rough,135.8
Feeder,17.35,2272.5,2155.8,Ammonia,Calm,84.3
Ro-Ro,14.12,5456.9,776.0,Conventional (HFO/MGO),Moderate,58.4
Handymax,16.73,1842.5,1615.4,LNG,Moderate,132.2
Ro-Ro,19.59,1821.9,1542.1,Ammonia,Calm,252.8
Ro-Ro,17.41,6105.1,1596.0,Hydrogen,Moderate,192.5
Panamax,11.21,5614.4,1616.9,Conventional (HFO/MGO),Calm,75.7
Feeder,14.54,1537.2,563.0,LNG,Calm,50.0
Handymax,18.36,2482.9,1200.1,Methanol,Moderate,151.7
Container,13.09,11245.0,2103.1,LNG,Calm,212.7
Tanker,10.42,2613.3,1664.4,Conventional (HFO/MGO),Calm,66.6
Container,12.25,7340.3,1260.4,Conventional (HFO/MGO),Moderate,117.1
Handymax,16.78,2589.9,637.3,Methanol,Rough,68.5
Handymax,12.48,1855.6,226.7,Methanol,Rough,50.0
Panamax,12.59,3389.2,689.3,Conventional (HFO/MGO),Moderate,50.0
Panamax,18.19,8357.3,1918.8,Ammonia,Rough,546.8
Ro-Ro,12.89,2324.9,1437.6,LNG,Moderate,68.2
Container,20.61,9838.9,1043.0,Ammonia,Calm,439.1
Tanker,15.44,4479.7,657.0,Conventional (HFO/MGO),Calm,76.6
Feeder,17.71,716.5,2021.4,LNG,Calm,69.9
Feeder,15.82,2146.8,1638.5,Ammonia,Calm,51.0
Container,20.73,11419.5,1908.3,Conventional (HFO/MGO),Moderate,782.6
Panamax,14.95,8032.7,1477.3,Methanol,Calm,183.7
Panamax,19.13,6788.5,618.5,Conventional (HFO/MGO),Calm,134.5
Container,22.96,2488.2,621.1,Conventional (HFO/MGO),Calm,232.8
Panamax,19.48,7760.7,1400.7,Methanol,Calm,312.0
Tanker,12.21,10977.8,1950.5,Ammonia,Moderate,176.4
Handymax,16.8,4853.1,1043.3,Ammonia,Moderate,116.6
Tanker,15.74,9891.5,226.3,Ammonia,Rough,51.9
Ro-Ro,11.36,6405.7,1502.7,Hydrogen,Moderate,55.5
Feeder,12.43,1066.9,1100.8,LNG,Moderate,50.0
Feeder,13.36,813.6,1896.7,Hydrogen,Calm,50.0
Feeder,16.14,1893.1,1267.3,Ammonia,Moderate,50.0
Ro-Ro,16.64,7140.6,1796.8,Conventional (HFO/MGO),Calm,233.8
Feeder,12.06,2230.8,1126.3,Methanol,Calm,50.0
Panamax,19.66,7649.1,2023.4,Ammonia,Rough,684.9
Handymax,17.2,4240.5,930.1,Conventional (HFO/MGO),Rough,127.1
Feeder,14.74,802.6,1913.7,Ammonia,Moderate,50.0
Panamax,13.19,2972.7,209.8,Hydrogen,Calm,50.0
Tanker,11.18,7752.7,689.8,Methanol,Calm,50.0
Feeder,16.49,852.3,1643.7,Ammonia,Calm,53.9
Handymax,13.42,6130.0,1602.2,Ammonia,Calm,103.5
Ro-Ro,15.12,2065.2,361.4,Ammonia,Rough,50.0
Handymax,16.13,2862.6,936.6,Ammonia,Moderate,82.3
Handymax,12.07,5773.8,1577.2,Conventional (HFO/MGO),Moderate,80.8
Ro-Ro,18.1,2121.9,2189.3,Methanol,Rough,334.1
Ro-Ro,17.14,5864.7,436.4,Ammonia,Rough,74.7
Panamax,14.0,4017.6,2127.6,Ammonia,Moderate,196.5
Feeder,11.82,2709.0,2028.7,Ammonia,Calm,50.0
Ro-Ro,19.38,4341.4,1545.0,Ammonia,Moderate,272.0
Tanker,13.0,5644.5,1011.0,Hydrogen,Rough,94.9
Ro-Ro,11.07,2592.0,2156.3,LNG,Calm,65.3
Container,12.3,7048.0,1799.4,Ammonia,Moderate,158.5
Container,18.85,10363.1,695.5,Hydrogen,Moderate,201.8
Feeder,17.52,2653.2,1753.8,Hydrogen,Calm,64.9
Handymax,10.31,4628.1,1660.5,Methanol,Moderate,50.0
Tanker,15.36,6119.1,1313.6,Ammonia,Calm,189.6
Panamax,16.78,2683.2,575.8,Conventional (HFO/MGO),Calm,69.2
Tanker,17.24,2700.3,266.8,Ammonia,Moderate,53.3
Panamax,12.07,5386.4,2196.6,Methanol,Calm,121.8
Container,22.84,11381.3,1906.8,Ammonia,Moderate,1144.6
Feeder,15.93,2460.4,272.7,Conventional (HFO/MGO),Calm,50.0
Panamax,12.98,3778.8,756.9,Methanol,Moderate,56.2
Feeder,12.54,1957.4,228.1,LNG,Rough,50.0
Container,18.1,10598.7,1086.5,LNG,Calm,274.5
Panamax,15.23,7896.9,2191.7,Methanol,Moderate,285.2
Ro-Ro,19.57,6583.9,591.8,Methanol,Calm,106.2
Handymax,14.41,3057.8,815.9,Ammonia,Calm,51.5
Panamax,13.44,6146.6,1452.7,Methanol,Moderate,127.4
Panamax,11.02,2164.1,1598.9,Conventional (HFO/MGO),Rough,86.1
Handymax,16.56,6385.9,1115.1,Hydrogen,Calm,105.3
Panamax,18.07,8014.9,910.9,Ammonia,Moderate,199.7
Handymax,12.18,2103.6,223.7,Methanol,Moderate,50.0
Container,16.72,2839.7,996.4,LNG,Calm,189.6
Panamax,16.06,5923.4,1596.2,Ammonia,Calm,219.8
Handymax,13.97,5459.0,1135.9,Conventional (HFO/MGO),Moderate,71.4
Container,22.3,6193.5,1649.3,LNG,Calm,717.5
Tanker,18.11,4505.2,1639.8,LNG,Calm,360.1
Handymax,15.6,2788.6,482.3,Methanol,Rough,50.0
Panamax,15.13,2283.1,1124.5,LNG,Calm,103.5
Tanker,15.76,9427.9,1591.5,Methanol,Moderate,270.2
Handymax,16.02,1224.3,298.7,LNG,Moderate,50.0
Ro-Ro,16.73,2007.5,954.6,Hydrogen,Moderate,94.2
Panamax,14.3,6955.0,876.2,Ammonia,Calm,78.6
Panamax,12.24,3660.2,1847.2,LNG,Rough,134.3
Panamax,15.56,7578.2,801.7,LNG,Calm,89.4
Tanker,15.93,4547.5,199.7,Methanol,Moderate,50.0
Feeder,12.52,2897.1,1441.9,LNG,Moderate,50.0
Ro-Ro,14.06,3397.9,922.3,Ammonia,Moderate,75.0
Ro-Ro,13.05,4963.7,1465.2,LNG,Calm,74.4
Tanker,10.29,7909.9,581.1,Hydrogen,Rough,50.0
Panamax,12.21,3224.9,1586.2,Hydrogen,Moderate,79.6
Ro-Ro,16.12,7092.9,1020.6,Methanol,Rough,131.8
Ro-Ro,18.01,1464.7,503.0,LNG,Calm,50.0
Panamax,11.1,2962.5,770.2,Hydrogen,Calm,50.0
Tanker,17.62,9125.6,757.0,Conventional (HFO/MGO),Calm,160.9
Container,16.38,11080.1,1673.4,LNG,Moderate,341.0
Handymax,18.42,1574.6,1889.6,Hydrogen,Calm,188.1
Feeder,14.8,1365.3,1260.5,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.62,9152.5,466.9,Hydrogen,Moderate,50.0
Feeder,13.09,2921.6,1443.2,Methanol,Calm,50.0
Ro-Ro,13.58,4022.0,1741.3,Conventional (HFO/MGO),Rough,136.1
Container,12.66,10353.9,740.8,Conventional (HFO/MGO),Moderate,80.6
Panamax,14.75,8046.7,1482.5,Conventional (HFO/MGO),Rough,204.9
Ro-Ro,18.25,6459.3,2063.9,LNG,Moderate,324.7
Ro-Ro,13.42,6980.6,2153.4,LNG,Moderate,126.1
Ro-Ro,18.65,5663.2,1620.0,LNG,Moderate,260.1
Feeder,13.14,3077.7,526.0,Ammonia,Calm,50.0
Ro-Ro,19.12,2938.2,264.9,Hydrogen,Moderate,50.0
Container,21.44,8287.5,1919.9,Ammonia,Calm,855.9
Handymax,13.5,4324.5,1757.2,Methanol,Calm,91.6
Panamax,20.52,6386.2,442.3,Hydrogen,Moderate,106.3
Ro-Ro,11.28,4130.0,808.8,LNG,Calm,50.0
Ro-Ro,13.6,2515.7,1266.8,Hydrogen,Moderate,71.5
Handymax,16.4,5200.0,1529.4,Methanol,Moderate,162.9
Container,15.52,7224.1,2099.3,LNG,Calm,346.8
Handymax,15.57,2386.3,2118.4,Ammonia,Calm,157.1
Tanker,12.17,10261.1,600.9,Methanol,Moderate,56.3
Panamax,11.42,8557.5,301.1,Ammonia,Rough,50.0
Handymax,10.32,4529.9,1416.6,Methanol,Moderate,50.0
Tanker,18.96,7396.8,338.2,Ammonia,Calm,101.3
Tanker,13.92,3341.2,873.7,Ammonia,Calm,96.4
Handymax,11.06,2818.0,249.5,Hydrogen,Moderate,50.0
Ro-Ro,14.02,6455.9,1845.0,Conventional (HFO/MGO),Moderate,129.1
Feeder,15.78,3367.4,296.7,Ammonia,Calm,50.0
Ro-Ro,17.25,2394.8,2147.1,Ammonia,Rough,287.2
Container,19.35,2438.6,1562.0,Hydrogen,Calm,329.1
Ro-Ro,19.15,6448.3,488.1,Ammonia,Calm,86.6
Ro-Ro,17.39,3751.4,514.3,LNG,Moderate,60.9
Container,19.06,6605.3,1745.6,Methanol,Moderate,487.3
Container,17.89,2889.7,1516.8,Methanol,Calm,294.6
Handymax,14.75,5705.1,1525.1,Ammonia,Calm,108.5
Panamax,11.41,3167.5,1375.4,Ammonia,Calm,62.8
Feeder,16.3,770.2,1053.3,Methanol,Rough,50.0
Ro-Ro,11.19,2655.4,1100.5,Methanol,Calm,50.0
Feeder,17.04,2651.4,644.5,Hydrogen,Calm,50.0
Ro-Ro,14.12,2613.7,1570.7,LNG,Calm,100.4
Tanker,16.75,4988.1,1630.2,Methanol,Moderate,314.0
Tanker,11.31,4661.1,1952.5,LNG,Calm,94.1
Tanker,13.26,8220.5,1867.6,Conventional (HFO/MGO),Calm,194.5
Tanker,12.63,8587.2,1832.2,Hydrogen,Calm,158.6
Handymax,18.09,5883.0,1518.3,Conventional (HFO/MGO),Rough,247.2
Feeder,10.03,758.2,1076.4,Conventional (HFO/MGO),Moderate,50.0
Container,16.95,2808.6,613.6,Hydrogen,Rough,126.9
Handymax,11.38,6433.1,622.4,LNG,Moderate,50.0
Ro-Ro,17.45,4956.9,1544.3,Conventional (HFO/MGO),Calm,173.3
Handymax,18.73,1988.0,980.5,Methanol,Calm,114.5
Handymax,14.38,1384.0,509.2,Hydrogen,Calm,50.0
Tanker,11.06,4833.4,308.4,LNG,Rough,50.0
Ro-Ro,17.14,4570.2,1124.8,Ammonia,Moderate,134.2
Tanker,18.17,4943.7,874.2,Conventional (HFO/MGO),Calm,176.2
Feeder,12.99,752.3,1004.1,LNG,Calm,50.0
Handymax,18.65,4859.5,1700.1,LNG,Rough,284.5
Feeder,10.33,982.1,901.5,Methanol,Moderate,50.0
Panamax,18.49,3035.5,162.4,LNG,Calm,50.0
Ro-Ro,13.43,1641.9,1314.4,Methanol,Moderate,75.2
Tanker,15.71,5834.8,249.1,Hydrogen,Rough,50.0
Panamax,19.61,7011.7,1640.9,LNG,Moderate,397.3
Feeder,12.62,3129.0,909.0,Hydrogen,Calm,50.0
Feeder,14.01,2432.7,222.3,Hydrogen,Calm,50.0
Handymax,16.12,6305.3,1502.7,LNG,Calm,144.4
Ro-Ro,17.06,6740.3,768.1,Ammonia,Moderate,112.7
Ro-Ro,18.93,7361.5,389.0,Hydrogen,Moderate,62.1
Tanker,16.14,5874.0,846.8,Methanol,Moderate,134.3
Feeder,14.23,2293.8,976.2,Methanol,Calm,50.0
Tanker,12.69,3751.2,2019.3,Hydrogen,Rough,168.7
Tanker,18.72,7864.9,650.6,Hydrogen,Moderate,169.4
Handymax,10.24,5602.2,1695.0,Hydrogen,Calm,50.0
Ro-Ro,18.43,6681.7,231.1,Hydrogen,Moderate,50.0
Panamax,19.79,6903.2,1747.4,Ammonia,Moderate,436.6
Panamax,12.15,6915.8,1474.3,Methanol,Moderate,90.5
Tanker,14.09,9962.2,1919.3,Hydrogen,Moderate,221.0
Ro-Ro,11.91,4931.6,1639.9,Conventional (HFO/MGO),Calm,62.6
Feeder,10.5,1617.7,1138.3,Methanol,Rough,50.0
Panamax,11.08,2675.6,1689.3,Conventional (HFO/MGO),Calm,75.8
Handymax,17.09,1749.0,701.4,Ammonia,Moderate,69.1
Feeder,10.61,2871.2,306.6,Ammonia,Calm,50.0
Container,12.02,4338.7,1746.1,Hydrogen,Calm,105.1
Panamax,12.11,6954.4,275.8,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,16.7,3270.8,1858.8,Conventional (HFO/MGO),Moderate,187.7
Container,21.05,9855.8,926.3,LNG,Calm,389.7
Feeder,12.4,2826.1,2199.9,LNG,Calm,50.0
Container,17.48,11565.0,1613.1,Hydrogen,Moderate,377.2
Tanker,18.2,4464.4,216.2,LNG,Calm,50.0
Container,22.29,6418.3,1972.6,LNG,Moderate,808.0
Panamax,13.71,7149.9,1748.9,Conventional (HFO/MGO),Calm,151.1
Handymax,11.01,4108.5,1787.6,Ammonia,Moderate,58.7
